,title,time_stamp,article
0,“狼叔”或出演法拉利创始人 导演曾拍《盗火线》,2020年06月22日 15:02,"  新京报讯 当地时间6月20日,据外媒报道,“金刚狼”休·杰克曼正在商谈出演迈克尔·曼执导的赛车题材影片《法拉利》,影片讲述的是法拉利创始人恩佐·法拉利的故事。迈克尔·曼曾执导《盗火线》《借刀杀人》,他还是2019年上映的赛车影片《极速车王》的制片人。<sep>  《法拉利》预计拍摄将于2021年春季开始,剧本根据布罗克·耶茨的书《恩佐·法拉利——人与机器》改编,最初由已故的特洛伊·肯尼迪·马丁撰写(1969年上映赛车电影《意大利人的工作》的编剧),现在已由迈克尔·曼重新编写。<sep>  《法拉利》以1957年为背景,当时法拉利的生活,无论是在赛道上还是在家里都开始面临崩溃。他和妻子劳拉建立的公司正处于困境,而儿子迪诺的死,以及他与莉娜·拉迪的婚外情都在动摇着他的生活,与此同时,法拉利正在准备一场艰辛而危险的穿越意大利的Mille Miglia比赛。作为二十世纪最具传奇色彩的汽车赛事之一,有着“赛车界教父”美誉的恩佐·法拉利曾回忆说:“将近1000英里的Mille Miglia比赛,不仅催生了法拉利汽车,更促成了意大利汽车工业的蓬勃发展。”<sep>  据悉,STX公司将负责《法拉利》在戛纳线上市场的国际销售,并将在英国和爱尔兰发行该片。<sep>(责编:小万)"
0,2021年金球奖宣布推迟至2月28日举行,2020年06月23日 00:17,"  新浪娱乐讯 据外媒报道,由于新冠肺炎疫情影响,好莱坞外国记者协会(Hollywood Foreign Press association)周一宣布,明年的金球奖颁奖典礼将于2021年2月28日举行,这也是2021年奥斯卡颁奖典礼原定的日期。<sep>  蒂娜·菲和艾米·波勒将第四次主持金球奖颁奖典礼。关于资格,投票和修改提名的进一步信息将在未来几周宣布。<sep>  上周,美国电影艺术与科学学院(Academy of Motion Picture Arts and Sciences)宣布,由于新冠疫情的影响,第93届奥斯卡颁奖典礼将从2月28日推迟到4月25日。<sep>  2021年金球奖颁奖典礼将于晚上5点到8点在NBC直播<sep>(责编:Mia)"
0,《快哥》续集复工开拍!胡先煦邓恩熙接棒饰兄妹,2020年06月22日 10:08,"  新浪娱乐讯 由彭昱畅、张子枫主演的<sep>作《快把我2哥带走》也于近日宣布复工拍摄,同时发布复工特辑,正式曝光胡先煦、邓恩熙、郑伟三位演员阵容。<sep>  《快2哥》依然由《快把我哥带走》导演郑芬芬执导,原班制作团队打造,但片名并不是此前报备的《快把我哥带走2》,而是《快把我2哥带走》。主演胡先煦、邓恩熙在片中扮演的角色是“听风”、“听雨”两兄妹,讲述的也将是全新的故事。<sep>  据此前万达电影总裁曾茂军透露,《快把我2哥带走》有可能在2021年暑期上映。(新娱/文)<sep>(责编:Koyo)"
0,杰米·福克斯将主演泰森传记片 为角色努力训练,2020年06月21日 14:10,"  新京报讯(记者 吴龙珍)当地时间6月19日,据外媒报道,曾因在传记片《灵魂歌王》中饰演“灵魂乐之父”雷·查尔斯而获奥斯卡最佳男主角的杰米·福克斯(Jamie Foxx),将在美国前重量级拳击手迈克·泰森(Mike Tyson)的传记片中饰演泰森,福克斯为此正在努力训练。<sep>  这部电影早在2014年就宣布过演员阵容,至今终于有了新消息。在6月18日的ins live采访中,福克斯称这个项目不会放弃,并且自己一直在为角色进行艰苦的锻炼。<sep>  他说:“做传记电影是一件艰巨的事,有时要花20年才能完成......我迫不及待地向人们展示它的样子。”福克斯称,他在22岁时表演单口喜剧之后第一次见到泰森,表演中他讲了一个关于拳击手的笑话,泰森就坐在观众席中,之后两人有了接触。<sep>  迈克·泰森曾获世界最年轻的重量级拳击冠军,被认为是世界上最好的重量级拳击手之一。但他的事业前途却因个人问题而中断,1991年,他因被控强奸而入狱六年,也曾因咬对手霍利菲尔德的耳朵而遭到300万美元的重罚。出狱后他有过恢复期,但风光不再,最终于2005年宣布退役。除了个人问题,泰森的人生也有悲情的部分,比如女儿的意外死亡和破产。<sep>  此后,泰森时常涉足影视界,比如在《宿醉》中饰演自己,出演《乔·卡尔扎合》的纪录片,甚至他还在《叶问3》里出演角色。2020年5月13日,迈克·泰森在社交媒体发布视频,宣布复出。<sep>  杰米·福克斯在泰森的巅峰和低谷时期都曾见过他,所以称自己有信心全面呈现泰森的人生。在采访中,他还向大家展示了他训练后健壮身材的照片,拍摄时他的体重将从216磅增加到230磅。“关于我的外形,我保证你们会在街头冲向我索要签名,认为我是迈克·泰森。”"
0,剧场版《美少女战士》档期推迟 2021年日本上映,2020年06月21日 09:22,"  新京报讯 6月18日,剧场版动画《美少女战士 Eternal》发布新预告片并宣布了新的上映日期:前篇由今年9月11日推迟至2021年1月8日在日本上映,后篇将于2021年2月11日在日本上映。<sep>  在预告片中,月野兔、小小兔、水野亚美、火野丽、木野真琴、爱野美奈子等角色集体回归。《美少女战士 Eternal》由武内直子原作漫画第四部《死亡之月篇》改编,讲述日本发生本世纪以来最大的日全食现象,一匹神秘的白色独角天马出现在小兔等人面前并发出求救的声音,而自称“死亡之月马戏团”的飞船也降临到地球,故事随之展开......<sep>  新京报编辑 徐美琳<sep>  校对 李立军"
0,《极盗车神》男主否认性侵 为自己“消失”道歉,2020年06月21日 12:12,"  新浪娱乐讯 20日,《极盗车神》男主安塞尔·埃尔格特被曝曾在2014年性侵未成年少女。21日,安塞尔·埃尔格特发文回应,他表示感到很沮丧,但指出女方Gabby的描述不符合事实。“我从来没有而且也永远不会侵犯任何人。实际上,2014年我那会儿20岁,还在纽约,我和Gabby有一段短暂、合法且完全自愿的感情。不幸的是我没有处理好分手这件事,我不再回应她,这是一种不成熟和残忍的行为。我知道这个迟来的道歉并不能为我无缘无故的消失而得到你的原谅。当我回顾自己当时的态度,我为自己的行为感到恶心和羞愧。我真的很抱歉。我知道我必须得继续反思学习,并努力培养同理心。”"
0,"好莱坞星光大道2021名单公布:""卷福""""灭霸""留名",2020年06月21日 11:13,"  新京报讯 当地时间6月19日,好莱坞星光大道官方在其社交媒体宣布,来自电影、电视、剧院、广播等类别的35名娱乐界人士将荣登2021年好莱坞星光大道。据悉,本次评选是从数百名提名中选出入选者。“卷福”“奇异博士”本尼迪克特·康伯巴奇(Benedict Cumberbatch)和“灭霸”乔什·布洛林(Josh Brolin)都包含其中,另外还有《歌舞青春》男主角扎克·埃夫隆(Zac Efron)和《变形金刚》主演希亚·拉博夫(Shia LaBeouf)等人。<sep>  此次名单中,还包括了“月光女神”莎拉·布莱曼、已去世的男高音帕瓦罗蒂、拥有《Vincent》等代表作的唐·麦克林等音乐人。<sep>  好莱坞星光大道 (Walk Of Fame) 位于加利福尼亚州的好莱坞。在1958年,第一批明星登上好莱坞星光大道。1978年,洛杉矶认定星光大道为一项文化历史地标,现在上面有2000多颗星星。“星星”代表着对娱乐产业有杰出成就的人的纪念。<sep>  新京报编辑 吴龙珍"
0,《指环王》演员伊利亚·伍德等人悼念伊安·霍姆,2020年06月21日 09:06,"  新京报讯 当地时间6月19日,据外媒报道,曾在电影《指环王》系列中饰演老年版比尔博·巴金斯的演员伊安·霍姆(Ian Holm)去世,享年88岁。在《指环王》三部曲中饰演弗罗多(Frodo)的伊利亚·伍德和饰演梅里(Merry)的多米尼克·莫纳汉(Dominic Monaghan)在社交媒体上发表了悼念。<sep>  “听到这个消息很难过,那个非凡的、智慧的、充满活力的伊安·霍姆先生已经去世了。再见,叔叔,” 伊利亚·伍德在社交媒体上上写道。在《指环王》系列中,伍德饰演比尔博·巴金斯的侄子弗罗多(Frodo),两人之后又在《霍比特人》中再次合作。<sep>  莫纳汉在悼文中写道:“亲爱的伊安·霍姆,走到了灰港(Grey Havens)” (在魔戒编年史中,灰港是中洲西北方海岸上的港口,又叫米斯泷德。精灵们由这里起航,去往西方的“不死之地”)。莫纳汉还写道:“彼得·杰克逊(《指环王》系列导演)说伊安·霍姆是他曾合作过的最好的演员。我曾尽我所能地研究他的表演,无论是开场还是离场,他都是个有魔力的人。如此可爱,闪闪发光。比尔博叔叔,爱你。” <sep>  新京报记者 吴龙珍"
0,“狼叔”休杰克曼有望参演传记片 饰法拉利创始人,2020年06月20日 19:15,"  新浪娱乐讯 据外媒报道 近日,休·杰克曼正在进行一个迈克尔·曼执导的传记片《法拉利》(Ferrari)的电影项目。他有望饰演法拉利创始人恩佐·法拉利。影片计划于2021年春季开机。<sep>  迈克尔已经重新改编了特洛伊·肯尼迪-马丁根据布洛克·耶茨小说《恩佐·法拉利:男人与车》改编的原版剧本。<sep>  影片讲述了957年夏天,恩佐和妻子劳拉建立的传奇汽车公司在当时破产。更艰难的是,他们波折不断的婚姻使得他们的儿子迪诺丧生,而另一个儿子12岁的皮耶罗则是战争时期降生,他正努力地在世界上找到自己的位置。<sep>(责编:珞小嬜)"
0,日本票房:灵异咖啡厅五周冠军 《小妇人》上映,2020年06月19日 18:30,"  日本周末票房排行榜2020年6月13日—6月14日<sep>  6月13日至14日日本国内周末票房榜中,影片《灵异咖啡厅“Extra”的秘密-The Real Exorcist-》已经蝉联冠军五周之久,时隔三个月上映的美国新片《小妇人(Little Women)》也只能屈居第二,根本无法撼动《灵异咖啡厅》的榜首地位。曾多次改编电影,并且都是由当时当红女星主演的《小妇人》此次由西尔莎·罗南(Saoirse Ronan)、艾玛·沃特森(Emma Watson)、佛罗伦斯·珀(Florence Pugh)等联袂主演,由凭借《伯德小姐(Lady Bird)》获得墨西哥影评人协会奖及多伦多影评人协会奖最佳导演奖、奥斯卡最佳导演奖提名格蕾塔·葛韦格(Greta Celeste Gerwig)执导,通过梦想成为小说家的二女儿的视角,讲述19世纪美国新英格兰地区一个普通家庭四姐妹的故事,该片去年还在奥斯卡金像奖获得最佳服装设计奖。<sep>  6月12日起在日本上映IMAX版的韩国影片《寄生虫》排名与前一周相同,此前初上榜排名第二的《丧尸未逝》成为第四名。榜单还有两部新片登场,第八名恐怖片《惊魂鬼屋(Haunt)》,由打造《滴答屋(The House with a Clock in its Walls)》、《敲敲门(Knock Knock)》等恐怖作品的伊莱·罗斯(Eli Roth)担任制作人,凭借《寂静之地(A Quiet Place)》设定“出声必死”获赞的人气编剧搭档斯科特·贝克(Scott Beck)、布莱恩·伍兹(Bryan Woods)担任导演,凯蒂·斯蒂文斯(Katie Stevens)、威尔·布里顿(Will Brittain)等出演,讲述一群年轻人万圣节去鬼屋玩,不料里面的可怕东西竟都是真的。<sep>  第十名《好小子们(Good Boys)》由出演《房间(Room)》、《奇迹男孩(Wonder)》等作品的天才童星雅各布·特伦布莱(Jacob Tremblay)主演,讲述四个青春期少年的故事,这是导演吉恩·斯图普尼兹基(Gene Stupnitsky)的第一部长篇电影作品。<sep>  电影与舞台互动的新时代娱乐企划“东映 电影×舞台”第二部作品《死神使者事件帖》电影版《死神使者事件帖 傀儡夜曲》也在上周上映,很遗憾未能进入排行榜,而经典影片再上映的《天气之子》排名从第七提升至第五。<sep>  目前日本由于新冠疫情影响,影院依然选择前后左右保持距离的防疫对策,但是延期上映的影片已经陆续决定新的上映日期。本周将上映的电影有中村伦也一人演绎七个角色的《星期三消失了》、《电力之战》、《怪医杜立德》及《痛苦与荣耀》等。(小乔)<sep>(责编:maiko)"
0,日本媒体关注中国电影 称影院面临艰难困境,2020年06月19日 19:53,"  新浪娱乐讯 日本《映画》网站近日刊文,称在全世界逐渐重新开放影院的现在,中国电影业依然面临着困境。<sep>  文章称,在中国,电影院从1月开始停止开放,已有多家电影院以及关联公司宣布倒闭。万达电影也宣布可能会有20%~30%规模的裁员。6月10日,相当于日本东宝或松竹的博纳影业副总裁黄巍跳楼自杀,该事件在中国最大SNS平台微博上引发讨论。著名导演贾樟柯也发表悼念,同时呼吁早日重开电影院。<sep>  6月11日,北京市再次发现新冠感染者,再次确认了影院、KTV暂时不开放的方针。同日的湖北发布会则宣布了“影院重开”的附加条件。据了解,原定在夏季举办的北京国际电影节面临着困难的处境,上海国际电影节的举行也可能会受影响。<sep>  文章引用6月16日新浪娱乐发布的报道《百名影院人集体呼救:等复工的感觉像在被“凌迟”,六月底是失血死亡的临界点》,电影记者何小沁采访了影院的投资人、经理和工作人员,记录了现在中国电影业界的现状。<sep>(责编:maiko)"
0,获奖电影项目《手卷烟》开机 林家栋钱小豪再合作,2020年06月19日 18:18,"  新浪娱乐讯 电影《手卷烟》为香港商务及经济发展局创意香港“首部剧情电影计划”的第四届大专组得奖项目,由刘国昌监制,新晋导演陈健朗执导,林家栋、张嘉年(太保)、袁富华、白只、钱小豪、杜燕歌、朱栢谦、何华超、周祉君及Bipin Karma、主演(排名不分先后),合力打造一个退役老兵与南亚边青如何面对被社会遗弃的困境故事。电影中一名退役华籍英兵与一名南亚裔边青意外得罪同一伙人,辗转经历后,他们相遇相知,最后重新找回自己,雾里逢生。<sep>  为隆重其事,监制刘国昌、导演陈健朗、出品方无限动力实业有限公司代表及一众演员包括林家栋、张嘉年(太保)、袁富华、白只、钱小豪、杜燕歌、朱柏谦、周祉君及Bipin Karma日前齐集深圳龙岗区葵涌补拍戏份,并进行开机拜神仪式,为大家打气,祈求拍摄—切顺利,寄愿电影业界尽快复苏。<sep>  林家栋与钱小豪多年后再次合作,林家栋表示这次最难忘是和钱小豪在渡海小轮的船舱机房内进行拍摄,感觉既刚阳又压抑,有强烈的中年男人感觉。“这次剧组很厉害,找到很多不错的景,竟然想到船舱下面的机房内拍摄。我们进入机房需要缩起身体钻入里面,里面充斥着油渣的气味,一个十分压抑的地方,两个男人在里面半试探半讲数,对我来说感觉很新鲜。”钱小豪补充:“那场景对我来说都有困难,除了充斥着油渣的气味,在细小的舱房中空气不流通,让我想打瞌睡。但第一次有机会在船舱内拍摄,很有新鲜感。”<sep>  白只在访问中表示,这是第一次正式与张嘉年(太保)合作,难忘在镜头前被太保的气势震慑,也高兴获得太保称赞说我是好戏之人。与新导演陈健朗首次合作,白只笑称自己也是新演员:“导演很有耐心,我对电影拍摄还有很多不熟悉的地方,但是导演会耐心解释,拍摄前也安排多次见面去讨论角色和剧情,让我这个新演员更加有信心去演绎,拍摄时候更加精准。”<sep>  太保再次能与袁富华合作,于早前上映的电影《叔叔》中“曾经的一对”正式分开,在《手卷烟》更变成两个敌对的反派,希望可以擦出新火花! 袁富华笑称:“最难忘系原来没有亲嘴的镜头,原本以为有太保可以再次亲嘴,但是这次是另类的亲嘴,形象与之前完全不同,与太保两个都非常阳刚。太保多年累积的经验,一出场就气势如虹,再加上白只的演出,拍摄时可以更变化多端,撞出更多男性的阴暗面。”<sep>  曾因疫情关系拍摄延误,近日—众演员再次齐集深圳葵涌补拍戏份,并补做开镜拜神仪式,—众演员都为电影业打气,祈求拍摄—切顺利,并祝愿中国电影业界尽快复苏重回正轨。剧组亦做足卫生防御措施,在拍摄现场有充足的口罩、消毒洗手液及消毒喷雾,绝不松懈。<sep>  钱小豪表示虽然还有零星的疫情个案,但是有几个原因让他坚持一定要拍摄这部电影:“第一,这个电影是中国香港本土电影,剧组又是香港的年轻工作者,所以我不问酬劳,就决定要拍摄。而且,另一个吸引他的点就是有一班很优秀的演员一起拍摄,如家栋、太保、白只等。作为比较资深一些的香港电影工作者,也希望可以肩负起薪火相传的责任,义无反顾参与拍摄,达成新导演想拍的题材。”林家栋也表示,大部分的拍摄地点非常空旷,戏组在非拍摄的时间都会给予演员充足的休息空间,可以避免人流聚集。<sep>  据悉,该片有望年内与观众见面,由出品过《麦路人》、《阴阳师》、《抵达之谜》等影片的大美娱乐旗下北京大美寰宇影业有限公司负责电影的内地营销宣传。<sep>(责编:小万)"
0,官方回应低风险地区影院开放条件:活动不超2小时,2020年06月19日 16:02,"  今天下午,国务院联防联控机制召开新闻发布会,介绍《低风险地区夏季重点地区重点单位重点场所新冠肺炎疫情常态化防控相关防护指南》有关情况。会上,中国疾控中心环境所所长施小明介绍,对于影剧院、游艺厅等场所,都是相对密闭的空间,空气流通相对差一些。人员在这些空间相对活动时间比较长,人员容易长时间的聚集,因此在疫情防控中是重点关注的场所。<sep>  他说,5月7日国务院下发了工作意见,要有条件在低风险地区开放影剧院、游艺厅等场所,但有一个前提条件,要做好防控的条件下,因为它们的风险比开放场所更高一些。<sep>  同时如果变成中高风险区,这些场所要暂停营业。<sep>  低风险地区,这些场所在六个方面防护很重要。包括口罩、消毒剂等物资准备;工作人员要做好健康监测,佩戴口罩,做好手卫生;进入场所的工作人员和顾客要做好体温监测;尽可能通风换气;要做好清洁消毒,特别是接触频次较高的公共设施;尽可能采取预约制,控制人员的数量,尽可能缩短场所活动时间,这次指南提出,密闭场所活动时间不超过2个小时。<sep>  来源:北京日报客户端 | 记者 刘欢 张航<sep>(责编:小万)"
0,进驻西南地区超10年 卢米埃重庆影城宣布7月闭店,2020年06月19日 12:15,"  新浪娱乐讯 6月19日,卢米埃重庆金源IMAX影城发布闭店公告,称根据公司战略布局和经营调整,重庆金源IMAX影城将于7月14日正式闭店。<sep>  卢米埃重庆金源影城开业于2010年初,共8个厅,座位数1805个,是卢米埃进驻西南地区的首家影城。1月24日,卢米埃重庆影城发布春节停业通知,表示“因不可抗力影响,春节档所有影片撤档,影城暂停营业”。时至今日,影城停业已达147天。(新娱/文)<sep>(责编:Koyo)"
0,金宇彬抗癌四年正式回归 谈票房称自己只是运气好,2020年06月19日 10:11,"  新浪娱乐讯 19日,杂志《Esquire韩国》公开了金宇彬的7月刊画报和采访内容,正式宣告金宇彬回归。<sep>  此次拍摄的风格比金宇彬之前更加自然,特别是模特出身的他每个姿势还是那么完美,眼神更是压倒了整个拍摄场。采访中透露,金宇彬为了找到好的作品最近正在和导演沟通,也会去现场和演员们进行沟通。最近去电影拍摄现场很开心。<sep>  被问到票房保障的时候,他说:“只是运气好而已。票房数是脱离了电影的好坏一个未知的东西,因为运气好拍摄的电影都没有亏损真的非常感谢。” 对于自己的魅力,金宇彬说“长得好看的演员太多了,我可能长得比较特别,所以像学校老大角色可能就演了五次还是六次了。”<sep>  另外,4年里没能经常出现在大家面前的金宇彬目前正在与崔东勋导演合作拍摄电影《外星人》。bnt新闻/供稿 乃若舟/文 Esquire/图<sep>(责编:肉圆)"
0,《风之谷》等吉卜力作品日本重映 登陆372家影院,2020年06月18日 17:08,"  新京报讯 6月18日,吉卜力工作室官方网站发布消息,《风之谷》《幽灵公主》《千与千寻》《地海传说》4部吉卜力经典作品将于6月26日在日本372家影院重映。<sep>  电影《风之谷》改编自宫崎骏的同名漫画,由宫崎骏担任导演,岛本须美、纳谷悟朗和松田洋治联袂献声,于1984年在日本上映。影片讲述了世界因一场名为“七日之火”的战争而毁于一旦,人类在仅存的小面积土地上积极求存的故事。<sep>  《幽灵公主》是吉卜力工作室于1997年推出的动画电影,从人与自然之间无从化解的天然矛盾出发,通过人类自身的生存角度,探寻人类与自然是否能够真正实现和谐共存这一命题。<sep>  《千与千寻》是吉卜力工作室制作的经典动画电影,讲述了少女千寻意外来到神灵异世界后的故事。该片于2001年7月20日在日本上映,后于2019年6月21日在中国内地正式上映。《千与千寻》曾获得第75届奥斯卡最佳动画长片奖、第52届柏林电影节金熊奖等多项大奖。<sep>  《地海传说》根据美国奇幻文学作家厄休拉·勒古恩的“地海系列”原著改编,由宫崎骏之子宫崎吾郎主持制作,用奇幻冒险背景探讨了青少年成长的心理历程。<sep>(责编:小万)"
0,演员讲述好莱坞新常态 每天在家自拍试镜作品,2020年06月18日 08:43,"  据梨视频报道,历经3个月停工,好莱坞于6月12日开始正式复工,但很多剧组最早仍需等到到8月,且受到的防疫限制重重。好莱坞女演员Silvia讲述了自己近三个月的0收入生活,只能每天在家自拍试镜作品,等待开工,担忧疫情后因为角色被取消,演员竞争将会变得更激烈。<sep>(责编:大米)"
0,斯图尔特将出演戴安娜王妃 预计2021年早期开拍,2020年06月18日 08:34,"  新浪娱乐讯 据外媒报道,克里斯汀·斯图尔特将出演英国戴安娜王妃。她将主演帕布罗·拉雷恩(《第一夫人》)执导新剧情片《斯宾塞》(Spencer),斯蒂文·迪奈特(《浴血黑帮》)编剧。讲述1990年代早期关键性的一个周末,戴安娜下了决心:她跟查尔斯王子的婚姻不会有好结果,必须背离那条“皇后预备役”的道路。本片时间设定在3天内,圣诞假日期间的桑德灵汉姆庄园,预计2021年早期开拍,即将在戛纳电影节线上市场卖片。<sep>(责编:大米)"
0,IMAX CEO称帮助美国影院7月重开 但不看好票房,2020年06月17日 16:27,"  新京报讯(记者 滕朝)美国时间6月16日,IMAX首席执行官理查德·格尔丰德出席了一场投资者会议,表示今年7月IMAX将帮助美国影院重新开业,但对开业后好莱坞大片票房收入的预期泼了冷水,“我担心人们会把注意力集中在首映周末的票房上,投资者必须把这一想法抛诸脑后,它不会挑战《复仇者联盟4》(2019年4月26日北美首映)有史以来最盛大的首映礼纪录”。<sep>  他补充说,在消费者对重返影院感到安全和放心之前,好莱坞的票房恐怕不会回到疫情暴发前的水平。“如果有一种针对冠状病毒的疫苗或治疗方法,而且到2021年初人们能安全且恢复正常生活,那么我对2021年的票房非常乐观。”<sep>  据悉,7月好莱坞已定档的重磅电影分别是7月24日上映的迪士尼电影《花木兰》和7月31日上映的诺兰执导新片《信条》。<sep>  新京报记者 滕朝<sep>(责编:小万)"
0,韩影票房:《清白》夺冠 《这个杀手不太冷》重映,2020年06月16日 14:17,"  <sep>  名次 片名 上映时间 占有率 周末人次 累计人次<sep>  1[23]<sep> 2020/06/10 50.8% 247,442 314,734<sep>  2[1]<sep> 2020/06/04 16.6% 81,514 455,417<sep>  3[28]<sep> 2020/06/10 7.4% 36,254 52,426<sep>  4[2]<sep> 2017/12/20 3.8% 28,073 1,633,719<sep>  5[新]<sep> 2020/06/10 4.7% 22,591 32,712<sep>  6[新]<sep>2020/06/10 3.6% 12,566 30,751<sep>  7[5]<sep> 2020/05/13 1.6% 9,267 3,910,311<sep>  8[4]<sep> 2020/05/06 1.1% 7,542 213,731<sep>  9[新]<sep> 2018/03/22 1.5% 7,448 212,934<sep>  10[新]<sep> 2020/06/11 0.7% 5,543 6,578<sep>  韩国最新票房榜出炉,申惠善、裴宗玉主演的新片<sep>作为疫情减缓后的又一部上映的新片,凭借超过50%的市场占有率成为新的榜单冠军。影片讲述了患有痴呆症而认不出人的妈妈(裴宗玉 饰)被指定为毒药杀人事件的嫌疑人后,为了证明母亲的清白而亲自辩护的女儿贞仁(申惠善 饰)揭开了事件背后的阴谋和真相的故事。影片在刚刚过去的周末共吸引到24.7万人观影。<sep>  上周冠军<sep>降至榜单第二位,影片共吸引超过8万人走进电影院,市场占有率仍保持在两位数以上。传记片<sep>新片上榜凭借3.6万名观众的支持排在榜单的第三位,该片取材自19世纪真实事件,由汤姆•哈伯执导,菲丽希缇•琼斯、埃迪•雷德梅恩联合主演,讲述了热气球飞行家艾米莉亚与科学家詹姆斯•格莱舍乘坐热气球踏上一段非凡的冒险旅程,在突破了热气球飞行高度的同时,陷入了一场史诗般的生存之战的故事。<sep>  休•杰克曼2017年主演的歌舞片<sep>降至榜单第四位,影片的周末观众数为上周同期的一半左右,市场占有率不足4%。美国剧情音乐电影<sep>新片上榜排在第五位,影片由尼萨•加纳特执导,达科塔•约翰逊、特雷西•埃利斯•罗斯、小凯文•哈里森联合主演,故事发生在令人眼花缭乱的洛杉矶音乐界,超级巨星格蕾丝的才华和自负都达到了令人难以置信的高度。格蕾丝的私人助理玛吉虽然一直在跑腿,但仍然渴望实现自己儿时的音乐制作人梦。当格蕾丝的经纪人给她了一个改变她职业生涯的选择时,玛吉和格蕾丝想出了一个可能永远改变他们生活的计划。影片上周末在韩上映,市场占有率甚至好于<sep>。<sep>  记录IZ*ONE演唱会实况的影片<sep>登陆院线上映,吸引超过一万名歌迷观看。动作片<sep>继续在榜单停留,上周末又吸引9267名观众走进电影院,高于上周同期数据。犯罪片<sep>继续紧随其后,三天时间里共吸引7542名观众,市场占有率剩下1.1%。<sep>  经典影片<sep>再次入榜,在刚刚过去的周末有7448名观众选择重温此片。更经典的<sep>紧随其后,凭借5543名观众的支持赢得了0.1%的市场。(雪莉天才)<sep>(责编:肉圆)"
0,岩田刚典与真剑佑初合作 出演《无名世界的片尾》,2020年06月16日 14:16,"  新浪娱乐讯 据日本媒体报道, EXILE/三代目 J SOUL BROTHERS from EXILE TRIBE岩田刚典接拍电影《无名世界的片尾》,首次与新田真剑佑合作,两人在片中饰演儿时玩伴,影片将于2021年上映。<sep>  该片改编自行成薰的同名小说,讲述无父无母的纪田和信人遇到相同境遇的转校生,三个人互相扶持,然而一起事件却打破了平静的日子,让纪田和信人的人生天翻地覆,为了向改变自己命运的不公正世道复仇,两人分别在黑白两道展开了长达十年的企划。<sep>  片中岩田刚典饰演“黑市交涉屋”纪田,新田真剑佑饰演公司经营者信人。纪田为了最珍视的朋友不惜进入黑社会,甚至成为不惜杀人的“黑市交涉屋”,岩田刚典饰演的这个角色与过去差距很大。新田真剑佑饰演纪田唯一的家人,从小一起玩到大的朋友信人,尽管因为一次事件人生变得很糟糕,却借助纪田之力成为公司经营者。两位演员是初次合作,片中会展现超乎友情的信赖和羁绊。<sep>  岩田刚典说:“我饰演的纪田从小没有父母,很看重为数不多的朋友,成年后也很为朋友着想,虽然做了为达目的不择手段的黑市交涉屋,也都是为了和朋友的计划。首次与新田真剑佑合作,他给我的印象和信人一样天真烂漫。”<sep>  新田真剑佑说:“这是一个复仇的故事,我饰演的信人背负着很多,因一次事件与岩田刚典饰演的儿时玩伴再会,故事就此开始。我们是第一次合作,以前在颁奖典礼见过,这次能一起拍戏很开心。我还第一次挑战魔术,在片场拼命练习,记忆深刻啊,敬请期待。”<sep>  影片由执导《警察之家》、《绝对零度~未然犯罪潜入搜查~》、《深红累之渊》、《草莓之夜》等影视作品的佐藤祐市担任,他说:“故事中有很多机关,重要的是巧妙地瞒过观众,发挥出最好的效果,作品会更有趣,也会更深入人心。”原作者行成薰说:“原本创作时就是按照电影的感觉来写的,能够电影化,脑海中想象的画面能出现在大银幕,我也很激动。故事写了两个人十年的岁月,回想起来,写这本书的时候距离电影上映正好也是十年,我跨越十年的梦会怎样展现,我也和大家一样期待。”(布布)<sep>(责编:maiko)"
0,EXO吴世勋将出演《海盗2》 试镜赢花美男射手角色,2020年06月16日 11:19,"  新浪娱乐讯 韩国男团EXO成员世勋近日确定了出演《海盗》的续集《海盗:怪鬼旗》。<sep>  一名《海盗:怪鬼旗》相关人士表示,世勋饰演的角色是海盗团中一名花美男神射手,之前有许多演员试镜这个角色,最终世勋以各方面出色的表现赢得了该角色。<sep>  《海盗:怪鬼旗》是2014年上映,动员了866万名观众的《海盗:下海的山贼》的续集,由姜河那、韩孝周、李光洙等艺人出演,将于明年在韩国上映。吕东垠/文 版权所有Mydaily禁止转载<sep>(责编:肉圆)"
0,《指环王》将开发手游 首款概念海报释出,2020年06月15日 22:21,"  新浪娱乐讯 据外媒,华纳兄弟互动娱乐公司将开发一款新的《指环王》(Lord Of The Rings)手机游戏,并释出首款概念海报。<sep>  据悉,这款新授权的战略游戏名为《指环王:开战》(The Lord of the Rings: Rise to War),根据约翰·罗纳德·瑞尔·托尔金备受欢迎的三部曲而改编。<sep>(责编:Mia)"
